ts,rpm,t_raw_a,t_oil_a_c,t_cool_a_c,t_raw_b,t_oil_b_c,t_cool_b_c,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
1768321493.0185049,0,117,45.1,39.8,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,117,143,124,108,176,0,0,24,186,133,97,160,120,115,128,0,128,0,0,0,0,0
1768321493.3039038,0,117,45.1,39.8,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,117,143,124,108,176,0,0,24,186,133,201,160,120,115,128,0,128,0,0,0,0,0
1768321493.6564245,0,117,45.1,39.8,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,117,143,124,108,176,0,0,24,186,133,97,160,120,115,128,0,128,0,0,0,0,0
1768321493.9453654,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321494.2991695,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321494.5860543,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321494.8871164,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321495.1751704,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321495.5282369,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321495.8147774,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321496.1662166,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321496.4548202,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321496.8074722,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321497.0956059,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321497.4483018,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321497.734641,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321498.086956,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321498.3741603,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,119,160,120,115,128,0,128,0,0,0,0,0
1768321498.7279553,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321499.0141773,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321499.36707,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321499.6546957,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321500.014088,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321500.3098276,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321500.5976708,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321500.885535,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,134,12,160,120,115,128,0,128,0,0,0,0,0
1768321501.1734893,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321501.461917,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321501.7496402,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321502.0374231,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321502.325492,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321502.613317,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321502.901189,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321503.1892729,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321503.477048,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321503.7652357,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321504.0532563,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321504.3412392,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321504.630134,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,253,160,120,115,128,0,128,0,0,0,0,0
1768321504.9172735,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321505.2048361,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321505.5566046,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321505.8448656,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321506.1969674,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321506.484309,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321506.8373432,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321507.1464238,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321507.4448557,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321507.7973185,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321508.0852246,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321508.4736197,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321508.836054,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321509.1231656,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321509.4114993,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321509.6997867,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321509.9874117,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,134,15,160,120,115,128,0,128,0,0,0,0,0
1768321510.2751615,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321510.5633426,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321510.9163039,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321511.2694216,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321511.555673,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321511.9103515,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321512.19539,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321512.548627,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321512.8348038,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321513.1867936,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,134,24,160,120,115,128,0,128,0,0,0,0,0
1768321513.4741929,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321513.8267171,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321514.1138742,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321514.4655335,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321514.7536705,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321515.1058247,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321515.393707,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321515.7456207,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321516.0334387,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321516.3213854,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321516.6096814,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321516.8978088,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321517.19351,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321517.5531347,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321517.8408234,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321518.1286533,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,6,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321518.4166074,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321518.7045176,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,114,128,0,128,0,0,0,0,0
1768321519.0587096,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321519.3441763,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,236,160,120,115,128,0,128,0,0,0,0,0
1768321519.6959596,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,133,114,160,120,115,128,0,128,0,0,0,0,0
1768321519.9844413,0,118,45.9,40.5,124,50.7,45.0,18,38,160,0,0,0,0,0,0,0,118,143,124,108,176,0,0,24,186,134,2,160,120,115,128,0,128,0,0,0,0,0
