ts,rpm,status,len,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,raw_hex
1768320788.577,792,0xA0,38,111,141,121,117,207,3,57,231,154,106,138,12 26 a0 03 18 00 00 00 00 56 6f 8d 79 75 cf 03 39 e7 9a 6a 8a 8c 73 89 80 00 80 00 99 80 00 00 1b cc 06 06 01 e6
1768320788.831,796,0xA0,38,111,141,121,117,207,3,57,231,154,106,173,12 26 a0 03 1c 00 00 00 00 57 6f 8d 79 75 cf 03 39 e7 9a 6a ad 8c 72 89 80 00 80 00 99 80 00 00 1b fa 06 05 01 f0
1768320789.097,799,0xA0,38,111,141,121,117,208,3,56,231,154,106,138,12 26 a0 03 1f 00 00 00 00 57 6f 8d 79 75 d0 03 38 e7 9a 6a 8a 8d 72 89 80 00 80 00 99 80 00 00 1b df 05 05 01 ed
1768320789.357,789,0xA0,38,111,141,121,117,207,3,59,231,154,106,175,12 26 a0 03 15 00 00 00 00 56 6f 8d 79 75 cf 03 3b e7 9a 6a af 8b 73 89 80 00 80 00 99 80 00 00 1b e7 05 05 01 e0
1768320789.599,783,0xA0,38,111,141,121,117,206,3,60,231,154,106,173,12 26 a0 03 0f 00 00 00 00 56 6f 8d 79 75 ce 03 3c e7 9a 6a ad 8c 72 89 80 00 80 00 99 80 00 00 1c 1e 05 05 01 06
1768320789.845,788,0xA0,38,111,141,121,117,206,3,64,231,154,106,173,12 26 a0 03 14 00 00 00 00 57 6f 8d 79 75 ce 03 40 e7 9a 6a ad 8b 73 89 80 00 80 00 99 80 00 00 1c 43 05 06 01 38
1768320790.103,795,0xA0,38,111,141,121,117,207,3,63,231,154,106,173,12 26 a0 03 1b 00 00 00 00 57 6f 8d 79 75 cf 03 3f e7 9a 6a ad 8c 72 89 80 00 80 00 99 80 00 00 1c 03 05 05 01 0c
1768320790.349,799,0xA0,38,111,141,121,117,208,3,56,231,154,106,138,12 26 a0 03 1f 00 00 00 00 56 6f 8d 79 75 d0 03 38 e7 9a 6a 8a 8c 73 89 80 00 80 00 99 80 00 00 1b 8d 05 06 01 bd
1768320790.599,797,0xA0,38,111,141,121,117,207,3,56,231,154,106,173,12 26 a0 03 1d 00 00 00 00 57 6f 8d 79 75 cf 03 38 e7 9a 6a ad 8b 73 89 80 00 80 00 99 80 00 00 1b f1 06 06 01 fe
1768320790.856,794,0xA0,38,111,141,121,117,207,3,56,231,154,106,138,12 26 a0 03 1a 00 00 00 00 56 6f 8d 79 75 cf 03 38 e7 9a 6a 8a 8d 72 89 80 00 80 00 99 80 00 00 1b ba 05 06 01 90
1768320791.127,789,0xA0,38,111,142,121,117,207,3,56,231,154,106,100,12 26 a0 03 15 00 00 00 00 56 6f 8e 79 75 cf 03 38 e7 9a 6a 64 8b 73 89 80 00 80 00 99 80 00 00 1b e7 05 05 01 2b
1768320791.383,790,0xA0,38,111,142,121,117,207,3,60,231,206,106,193,12 26 a0 03 16 00 00 00 00 56 6f 8e 79 75 cf 03 3c e7 ce 6a c1 8c 71 89 80 00 80 00 99 80 00 00 1b de 05 06 01 e2
1768320791.643,798,0xA0,38,111,142,121,117,208,3,56,231,206,106,136,12 26 a0 03 1e 00 00 00 00 56 6f 8e 79 75 d0 03 38 e7 ce 6a 88 8b 73 89 80 00 80 00 99 80 00 00 1b 96 05 06 01 f5
1768320791.911,798,0xA0,38,111,142,121,117,207,3,53,231,206,106,138,12 26 a0 03 1e 00 00 00 00 56 6f 8e 79 75 cf 03 35 e7 ce 6a 8a 8b 73 89 80 00 80 00 99 80 00 00 1b 96 05 06 01 e5
1768320792.162,797,0xA0,38,111,142,121,117,207,3,52,231,206,106,100,12 26 a0 03 1d 00 00 00 00 56 6f 8e 79 75 cf 03 34 e7 ce 6a 64 8c 73 89 80 00 80 00 99 80 00 00 1b 9f 05 06 01 07
1768320792.420,786,0xA0,38,111,142,121,117,206,3,57,231,206,106,100,12 26 a0 03 12 00 00 00 00 57 6f 8e 79 75 ce 03 39 e7 ce 6a 64 8b 74 89 80 00 80 00 99 80 00 00 1c 55 06 06 01 cb
1768320792.679,788,0xA0,38,111,142,121,117,207,3,63,231,206,106,136,12 26 a0 03 14 00 00 00 00 57 6f 8e 79 75 cf 03 3f e7 ce 6a 88 8c 72 89 80 00 80 00 99 80 00 00 1c 43 06 06 01 31
1768320792.949,787,0xA0,38,111,142,121,117,206,3,63,231,206,106,81,12 26 a0 03 13 00 00 00 00 57 6f 8e 79 75 ce 03 3f e7 ce 6a 51 8c 73 89 80 00 80 00 99 80 00 00 1c 4c 06 06 01 e0
1768320793.201,792,0xA0,38,111,142,121,117,207,3,61,231,206,106,136,12 26 a0 03 18 00 00 00 00 56 6f 8e 79 75 cf 03 3d e7 ce 6a 88 8c 72 89 80 00 80 00 99 80 00 00 1b cc 06 06 01 b6
1768320793.460,796,0xA0,38,111,142,121,117,207,3,60,231,206,106,100,12 26 a0 03 1c 00 00 00 00 56 6f 8e 79 75 cf 03 3c e7 ce 6a 64 8c 73 89 80 00 80 00 99 80 00 00 1b a8 06 06 01 3a
1768320793.713,799,0xA0,38,111,142,121,117,208,3,54,231,206,106,100,12 26 a0 03 1f 00 00 00 00 56 6f 8e 79 75 d0 03 36 e7 ce 6a 64 8b 74 89 80 00 80 00 99 80 00 00 1b 8d 06 06 01 09
1768320793.970,791,0xA0,38,111,142,121,117,207,3,50,231,206,106,136,12 26 a0 03 17 00 00 00 00 55 6f 8e 79 75 cf 03 32 e7 ce 6a 88 8b 73 89 80 00 80 00 99 80 00 00 1b 82 06 06 01 fd
1768320794.234,789,0xA0,38,111,142,121,117,207,3,50,231,206,106,100,12 26 a0 03 15 00 00 00 00 55 6f 8e 79 75 cf 03 32 e7 ce 6a 64 8b 74 89 80 00 80 00 99 80 00 00 1b 94 06 06 01 02
1768320794.553,786,0xA0,38,111,142,121,117,207,3,53,231,206,106,136,12 26 a0 03 12 00 00 00 00 56 6f 8e 79 75 cf 03 35 e7 ce 6a 88 8a 74 89 80 00 80 00 99 80 00 00 1c 02 06 06 01 7d
1768320794.815,788,0xA0,38,111,142,121,117,207,3,55,231,206,106,100,12 26 a0 03 14 00 00 00 00 55 6f 8e 79 75 cf 03 37 e7 ce 6a 64 8c 73 89 80 00 80 00 99 80 00 00 1b 9d 06 06 01 0f
1768320795.066,791,0xA0,38,111,142,122,117,207,3,52,231,206,106,62,12 26 a0 03 17 00 00 00 00 55 6f 8e 7a 75 cf 03 34 e7 ce 6a 3e 8b 74 89 80 00 80 00 99 80 00 00 1b 82 06 06 01 49
1768320795.311,788,0xA0,38,111,142,122,117,207,3,51,231,206,106,25,12 26 a0 03 14 00 00 00 00 55 6f 8e 7a 75 cf 03 33 e7 ce 6a 19 8d 73 89 80 00 80 00 99 80 00 00 1b 9d 06 06 01 74
1768320795.571,789,0xA0,38,111,142,122,117,207,3,50,231,206,106,62,12 26 a0 03 15 00 00 00 00 55 6f 8e 7a 75 cf 03 32 e7 ce 6a 3e 8b 74 8a 80 00 80 00 99 80 00 00 1b 94 06 06 01 58
1768320795.830,786,0xA0,38,111,142,122,117,206,3,52,231,206,106,117,12 26 a0 03 12 00 00 00 00 56 6f 8e 7a 75 ce 03 34 e7 ce 6a 75 8b 73 89 80 00 80 00 99 80 00 00 1c 02 06 06 01 85
1768320796.103,786,0xA0,38,111,142,122,117,207,3,54,231,206,106,62,12 26 a0 03 12 00 00 00 00 55 6f 8e 7a 75 cf 03 36 e7 ce 6a 3e 8c 73 89 80 00 80 00 99 80 00 00 1b af 06 06 01 63
1768320796.428,794,0xA0,38,111,142,122,117,207,3,52,231,206,106,62,12 26 a0 03 1a 00 00 00 00 56 6f 8e 7a 75 cf 03 34 e7 ce 6a 3e 8b 74 89 80 00 80 00 99 80 00 00 1b ba 06 06 01 7f
1768320796.747,790,0xA0,38,111,142,122,117,207,3,53,231,206,106,117,12 26 a0 03 16 00 00 00 00 56 6f 8e 7a 75 cf 03 35 e7 ce 6a 75 8b 74 89 80 00 80 00 99 80 00 00 1b de 06 06 01 5d
1768320797.065,795,0xA0,38,111,142,122,117,207,3,49,231,206,106,62,12 26 a0 03 1b 00 00 00 00 56 6f 8e 7a 75 cf 03 31 e7 ce 6a 3e 8c 73 89 80 00 80 00 99 80 00 00 1b b1 06 06 01 70
1768320797.384,790,0xA0,38,111,142,122,117,208,3,51,231,206,106,175,12 26 a0 03 16 00 00 00 00 56 6f 8e 7a 75 d0 03 33 e7 ce 6a af 8c 74 89 80 00 80 00 99 80 00 00 1b de 06 06 01 99
1768320797.654,788,0xA0,38,111,142,122,117,208,3,59,231,206,106,213,12 26 a0 03 14 00 00 00 00 57 6f 8e 7a 75 d0 03 3b e7 ce 6a d5 8b 74 89 80 00 80 00 99 80 00 00 1c 43 06 06 01 75
1768320797.908,793,0xA0,38,111,142,122,117,208,3,61,231,206,106,213,12 26 a0 03 19 00 00 00 00 57 6f 8e 7a 75 d0 03 3d e7 ce 6a d5 8c 73 8a 80 00 80 00 99 80 00 00 1c 15 06 06 01 2b
1768320798.181,786,0xA0,38,111,142,122,117,207,3,65,231,206,107,12,12 26 a0 03 12 00 00 00 00 57 6f 8e 7a 75 cf 03 41 e7 ce 6b 0c 8b 74 89 80 00 80 00 99 80 00 00 1c 55 06 06 01 d8
1768320798.504,788,0xA0,38,111,142,122,117,208,3,69,231,206,106,213,12 26 a0 03 14 00 00 00 00 57 6f 8e 7a 75 d0 03 45 e7 ce 6a d5 8b 74 89 80 00 80 00 99 80 00 00 1c 43 06 06 01 0b
1768320798.752,786,0xA0,38,111,142,122,117,207,3,69,231,206,106,213,12 26 a0 03 12 00 00 00 00 57 6f 8e 7a 75 cf 03 45 e7 ce 6a d5 8c 73 89 80 00 80 00 99 80 00 00 1c 55 06 06 01 04
1768320799.030,799,0xA0,38,111,142,122,117,208,3,67,231,206,106,213,12 26 a0 03 1f 00 00 00 00 57 6f 8e 7a 75 d0 03 43 e7 ce 6a d5 8b 74 89 80 00 80 00 99 80 00 00 1b df 06 06 01 9d
1768320799.301,795,0xA0,38,111,142,122,117,208,3,65,231,206,107,68,12 26 a0 03 1b 00 00 00 00 57 6f 8e 7a 75 d0 03 41 e7 ce 6b 44 8b 72 89 80 00 80 00 99 80 00 00 1c 03 06 06 01 d6
1768320799.560,792,0xA0,38,111,142,122,117,208,3,65,231,206,107,12,12 26 a0 03 18 00 00 00 00 57 6f 8e 7a 75 d0 03 41 e7 ce 6b 0c 8b 73 89 80 00 80 00 99 80 00 00 1c 1f 06 06 01 80
1768320799.827,794,0xA0,38,111,142,122,117,208,3,65,231,206,107,12,12 26 a0 03 1a 00 00 00 00 57 6f 8e 7a 75 d0 03 41 e7 ce 6b 0c 8a 74 89 80 00 80 00 99 80 00 00 1c 0c 06 06 01 97
1768320800.152,795,0xA0,38,111,143,122,117,208,3,61,231,206,106,248,12 26 a0 03 1b 00 00 00 00 57 6f 8f 7a 75 d0 03 3d e7 ce 6a f8 8b 73 89 80 00 80 00 99 80 00 00 1c 03 06 06 01 17
1768320800.421,798,0xA0,38,111,143,122,117,208,3,59,231,206,106,23,12 26 a0 03 1e 00 00 00 00 56 6f 8f 7a 75 d0 03 3b e7 ce 6a 17 8a 74 89 80 00 80 00 99 80 00 00 1b 96 06 06 01 6e
1768320800.692,807,0xA0,38,111,143,122,117,209,3,50,231,206,106,3,12 26 a0 03 27 00 00 00 00 56 6f 8f 7a 75 d1 03 32 e7 ce 6a 03 8a 74 89 80 00 80 00 99 80 00 00 1b 48 06 06 01 95
1768320800.941,799,0xA0,38,111,143,122,117,208,3,42,231,206,106,60,12 26 a0 03 1f 00 00 00 00 55 6f 8f 7a 75 d0 03 2a e7 ce 6a 3c 8b 72 8a 80 00 80 00 99 80 00 00 1b 3b 06 05 01 fc
1768320801.215,796,0xA0,38,111,143,122,117,207,3,47,231,206,105,224,12 26 a0 03 1c 00 00 00 00 55 6f 8f 7a 75 cf 03 2f e7 ce 69 e0 8a 75 89 80 00 80 00 99 80 00 00 1b 56 06 06 01 51
1768320801.478,796,0xA0,38,111,143,122,117,207,3,46,231,206,106,5,12 26 a0 03 1c 00 00 00 00 55 6f 8f 7a 75 cf 03 2e e7 ce 6a 05 8b 73 89 80 00 80 00 99 80 00 00 1b 56 06 06 01 b1
1768320801.733,787,0xA0,38,111,143,122,117,206,3,48,231,206,105,224,12 26 a0 03 13 00 00 00 00 56 6f 8f 7a 75 ce 03 30 e7 ce 69 e0 8c 74 89 80 00 80 00 99 80 00 00 1b f9 06 06 01 eb
1768320801.989,796,0xA0,38,111,143,122,117,206,3,46,231,206,105,73,12 26 a0 03 1c 00 00 00 00 55 6f 8f 7a 75 ce 03 2e e7 ce 69 49 8b 74 89 80 00 80 00 99 80 00 00 1b 56 06 06 01 f8
1768320802.241,796,0xA0,38,111,143,122,117,206,3,45,231,206,105,54,12 26 a0 03 1c 00 00 00 00 55 6f 8f 7a 75 ce 03 2d e7 ce 69 36 8b 74 89 80 00 80 00 99 80 00 00 1b 56 06 06 01 84
1768320802.492,796,0xA0,38,111,143,122,117,206,3,45,231,206,105,73,12 26 a0 03 1c 00 00 00 00 55 6f 8f 7a 75 ce 03 2d e7 ce 69 49 8a 75 89 80 00 80 00 99 80 00 00 1b 56 06 06 01 fb
1768320802.743,799,0xA0,38,111,143,122,117,207,3,43,231,206,105,165,12 26 a0 03 1f 00 00 00 00 55 6f 8f 7a 75 cf 03 2b e7 ce 69 a5 8a 73 8a 80 00 80 00 99 80 00 00 1b 3b 06 06 01 7b
1768320803.062,795,0xA0,38,111,143,122,117,206,3,44,231,206,105,108,12 26 a0 03 1b 00 00 00 00 55 6f 8f 7a 75 ce 03 2c e7 ce 69 6c 8a 74 89 80 00 80 00 99 80 00 00 1b 5e 06 06 01 d1
1768320803.307,791,0xA0,38,111,143,122,117,206,3,44,231,206,105,108,12 26 a0 03 17 00 00 00 00 55 6f 8f 7a 75 ce 03 2c e7 ce 69 6c 89 75 89 80 00 80 00 99 80 00 00 1b 82 05 06 01 00
1768320803.566,787,0xA0,38,111,143,122,117,206,3,46,231,206,105,108,12 26 a0 03 13 00 00 00 00 55 6f 8f 7a 75 ce 03 2e e7 ce 69 6c 8b 73 89 80 00 80 00 99 80 00 00 1b a6 05 06 01 26
1768320803.828,791,0xA0,38,111,143,122,117,206,3,46,231,206,105,108,12 26 a0 03 17 00 00 00 00 55 6f 8f 7a 75 ce 03 2e e7 ce 69 6c 8a 74 89 80 00 80 00 99 80 00 00 1b 82 05 06 01 00
1768320804.084,791,0xA0,38,111,143,122,117,206,3,46,231,206,105,108,12 26 a0 03 17 00 00 00 00 55 6f 8f 7a 75 ce 03 2e e7 ce 69 6c 8b 73 89 80 00 80 00 99 80 00 00 1b 82 05 06 01 06
1768320804.340,785,0xA0,38,111,143,122,117,205,3,48,231,206,105,54,12 26 a0 03 11 00 00 00 00 55 6f 8f 7a 75 cd 03 30 e7 ce 69 36 8a 75 89 80 00 80 00 99 80 00 00 1b b8 06 06 01 79
1768320804.699,781,0xA0,38,111,143,122,117,204,3,55,231,206,104,251,12 26 a0 03 0d 00 00 00 00 55 6f 8f 7a 75 cc 03 37 e7 ce 68 fb 88 75 89 80 00 80 00 99 80 00 00 1b dc 06 06 01 c9
1768320804.951,797,0xA0,38,111,143,122,117,206,3,49,231,206,104,159,12 26 a0 03 1d 00 00 00 00 54 6f 8f 7a 75 ce 03 31 e7 ce 68 9f 8b 74 89 80 00 80 00 99 80 00 00 1a fb 05 06 01 9f
1768320805.198,794,0xA0,38,111,143,122,117,205,3,41,231,206,104,159,12 26 a0 03 1a 00 00 00 00 54 6f 8f 7a 75 cd 03 29 e7 ce 68 9f 8a 75 89 80 00 80 00 99 80 00 00 1b 15 05 06 01 6c
1768320805.460,785,0xA0,38,111,143,122,117,204,3,37,231,206,104,159,12 26 a0 03 11 00 00 00 00 54 6f 8f 7a 75 cc 03 25 e7 ce 68 9f 8a 75 89 80 00 80 00 99 80 00 00 1b 64 05 06 01 1b
1768320805.782,784,0xA0,38,111,143,122,117,205,3,37,231,206,104,159,12 26 a0 03 10 00 00 00 00 53 6f 8f 7a 75 cd 03 25 e7 ce 68 9f 8b 74 89 80 00 80 00 99 80 00 00 1b 1a 05 06 01 62
1768320806.051,782,0xA0,38,111,143,122,117,204,3,34,231,206,104,140,12 26 a0 03 0e 00 00 00 00 53 6f 8f 7a 75 cc 03 22 e7 ce 68 8c 8a 75 89 80 00 80 00 99 80 00 00 1b 2b 05 06 01 58
1768320806.372,782,0xA0,38,111,143,122,117,204,3,37,231,206,104,215,12 26 a0 03 0e 00 00 00 00 53 6f 8f 7a 75 cc 03 25 e7 ce 68 d7 89 75 89 80 00 80 00 99 80 00 00 1b 2b 05 06 01 07
1768320806.626,783,0xA0,38,111,143,122,117,205,3,37,231,206,104,159,12 26 a0 03 0f 00 00 00 00 53 6f 8f 7a 75 cd 03 25 e7 ce 68 9f 8b 74 89 80 00 80 00 99 80 00 00 1b 22 06 06 01 46
1768320806.883,787,0xA0,38,111,143,122,117,205,3,37,231,206,104,213,12 26 a0 03 13 00 00 00 00 53 6f 8f 7a 75 cd 03 25 e7 ce 68 d5 89 75 89 80 00 80 00 99 80 00 00 1a ff 06 06 01 cf
1768320807.139,790,0xA0,38,111,143,122,117,205,3,32,231,206,104,213,12 26 a0 03 16 00 00 00 00 53 6f 8f 7a 75 cd 03 20 e7 ce 68 d5 8b 73 89 80 00 80 00 99 80 00 00 1a e5 05 06 01 d2
1768320807.395,788,0xA0,38,111,143,122,117,205,3,32,231,206,104,159,12 26 a0 03 14 00 00 00 00 53 6f 8f 7a 75 cd 03 20 e7 ce 68 9f 8a 75 89 80 00 80 00 99 80 00 00 1a f6 05 06 01 8e
1768320807.650,789,0xA0,38,111,143,122,117,204,3,32,231,206,104,8,12 26 a0 03 15 00 00 00 00 53 6f 8f 7a 75 cc 03 20 e7 ce 68 08 89 74 89 80 00 80 00 99 80 00 00 1a ee 05 06 01 03
1768320807.973,788,0xA0,38,111,143,122,117,204,3,30,231,206,104,43,12 26 a0 03 14 00 00 00 00 53 6f 8f 7a 75 cc 03 1e e7 ce 68 2b 8a 74 89 80 00 80 00 99 80 00 00 1a f6 05 06 01 04
1768320808.293,791,0xA0,38,111,143,122,117,204,3,30,231,206,104,43,12 26 a0 03 17 00 00 00 00 53 6f 8f 7a 75 cc 03 1e e7 ce 68 2b 89 75 89 80 00 80 00 99 80 00 00 1a dc 06 06 01 2c
1768320808.615,787,0xA0,38,111,143,122,117,204,3,30,231,206,104,43,12 26 a0 03 13 00 00 00 00 53 6f 8f 7a 75 cc 03 1e e7 ce 68 2b 89 75 89 80 00 80 00 99 80 00 00 1a ff 06 06 01 0b
1768320808.939,790,0xA0,38,111,143,122,117,204,3,28,231,206,104,8,12 26 a0 03 16 00 00 00 00 53 6f 8f 7a 75 cc 03 1c e7 ce 68 08 8a 75 89 80 00 80 00 99 80 00 00 1a e5 06 06 01 36
1768320809.202,789,0xA0,38,111,143,122,117,204,3,28,231,206,104,8,12 26 a0 03 15 00 00 00 00 53 6f 8f 7a 75 cc 03 1c e7 ce 68 08 8a 75 89 80 00 80 00 99 80 00 00 1a ee 06 06 01 3e
1768320809.521,788,0xA0,38,111,143,122,117,204,3,33,231,206,104,8,12 26 a0 03 14 00 00 00 00 53 6f 8f 7a 75 cc 03 21 e7 ce 68 08 89 76 89 80 00 80 00 99 80 00 00 1a f6 06 06 01 1a
1768320809.778,786,0xA0,38,111,143,122,117,204,3,33,231,206,104,6,12 26 a0 03 12 00 00 00 00 53 6f 8f 7a 75 cc 03 21 e7 ce 68 06 8a 74 89 80 00 80 00 99 80 00 00 1b 08 06 06 01 ec
1768320810.030,779,0xA0,38,111,143,122,117,203,3,33,231,206,103,226,12 26 a0 03 0b 00 00 00 00 53 6f 8f 7a 75 cb 03 21 e7 ce 67 e2 8a 76 89 80 00 80 00 99 80 00 00 1b 46 06 06 01 55
1768320810.281,786,0xA0,38,111,143,122,117,204,3,35,231,206,104,43,12 26 a0 03 12 00 00 00 00 53 6f 8f 7a 75 cc 03 23 e7 ce 68 2b 8a 74 89 80 00 80 00 99 80 00 00 1b 08 06 06 01 c3
1768320810.539,783,0xA0,38,111,144,122,117,203,3,35,231,206,103,113,12 26 a0 03 0f 00 00 00 00 53 6f 90 7a 75 cb 03 23 e7 ce 67 71 8a 75 89 80 00 80 00 99 80 00 00 1b 22 06 06 01 b8
1768320810.793,790,0xA0,38,111,144,122,117,203,3,23,232,0,103,75,12 26 a0 03 16 00 00 00 00 52 6f 90 7a 75 cb 03 17 e8 00 67 4b 89 76 89 80 00 80 00 99 80 00 00 1a 92 06 06 01 de
1768320811.043,786,0xA0,38,111,144,122,117,203,3,22,232,0,103,111,12 26 a0 03 12 00 00 00 00 52 6f 90 7a 75 cb 03 16 e8 00 67 6f 8a 74 89 80 00 80 00 99 80 00 00 1a b5 06 06 01 d9
1768320811.362,465,0xA0,38,111,144,122,117,154,1,201,253,248,57,109,12 26 a0 01 d1 00 00 00 00 19 6f 90 7a 75 9a 01 c9 fd f8 39 6d 8a 75 00 80 00 80 00 99 80 00 00 0d c3 06 06 01 87
1768320811.681,220,0xA0,38,111,144,122,117,160,2,178,1,204,65,82,12 26 a0 00 dc 00 00 00 00 25 6f 90 7a 75 a0 02 b2 01 cc 41 52 8a 77 00 80 00 80 00 99 80 00 00 2b 0d 06 06 01 90
1768320811.934,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320812.185,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320812.437,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320812.705,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320812.977,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320813.233,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320813.487,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320813.745,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320814.000,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320814.257,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320814.512,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320814.831,0,0xA0,38,111,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 6f 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 95
1768320815.088,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320815.434,799,0x0B,5,,,,,,,,,,,,12 05 0b 03 1f
1768320815.838,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320816.096,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320816.362,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320816.648,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320817.080,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320817.328,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320817.581,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320817.833,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 00 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 8a
1768320818.096,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 03 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 89
1768320818.345,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 03 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 89
1768320818.611,0,0xA0,38,112,144,122,117,176,0,0,24,122,67,185,12 26 a0 00 00 00 00 03 00 00 70 90 7a 75 b0 00 00 18 7a 43 b9 a0 78 00 80 00 80 00 00 00 00 00 00 00 06 06 01 89
