ts,rpm,status,len,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,raw_hex
1768320708.440,0,0xA0,38,112,137,117,104,176,0,0,25,164,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 87 16 a0 78 72 80 00 80 00 00 00 00 00 00 00 07 07 00 46
1768320708.698,0,0xA0,38,112,137,117,104,176,0,0,25,164,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 87 16 a0 78 72 80 00 80 00 00 00 00 00 00 00 07 07 00 46
1768320708.959,0,0xA0,38,112,137,117,104,176,0,0,25,164,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 87 16 a0 78 72 80 00 80 00 00 00 00 00 00 00 07 07 00 46
1768320709.214,0,0xA0,38,112,137,117,104,176,0,0,25,164,134,157,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 86 9d a0 78 72 80 00 80 00 00 00 00 00 00 00 07 07 00 cc
1768320709.467,0,0xA0,38,112,137,117,104,176,0,0,25,164,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 87 16 a0 78 72 80 00 80 00 00 00 00 00 00 00 07 07 00 46
1768320709.725,0,0xA0,38,112,137,117,104,176,0,0,24,234,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 18 ea 87 16 a0 78 73 80 00 80 00 00 00 00 00 00 00 07 07 00 08
1768320709.983,0,0xA0,38,112,137,117,104,176,0,0,25,164,135,22,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 87 16 a0 78 73 80 00 80 00 00 00 00 00 00 00 07 07 00 47
1768320710.255,0,0xA0,38,112,137,117,104,176,0,0,25,164,134,157,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 19 a4 86 9d a0 78 73 80 00 80 00 00 00 00 00 00 00 07 07 00 cd
1768320710.515,0,0xA0,38,112,137,117,104,176,0,0,24,234,136,34,12 26 a0 00 00 00 00 00 00 00 70 89 75 68 b0 00 00 18 ea 88 22 a0 78 70 80 00 80 00 00 00 00 00 00 00 07 07 00 30
1768320710.834,150,0xA0,38,112,137,117,104,191,15,101,25,164,224,111,12 26 a0 00 96 00 00 02 00 7a 70 89 75 68 bf 0f 65 19 a4 e0 6f a0 78 60 80 00 80 00 00 00 00 00 d0 36 07 06 00 26
1768320711.093,455,0xA0,38,112,137,117,104,182,10,209,25,164,156,59,12 26 a0 01 c7 00 00 02 00 4a 70 89 75 68 b6 0a d1 19 a4 9c 3b a0 78 66 80 00 80 00 80 80 00 00 29 a2 06 06 00 bc
1768320711.440,1559,0xA0,38,112,137,117,104,229,4,176,25,164,126,250,12 26 a0 06 17 00 00 00 00 72 70 89 75 68 e5 04 b0 19 a4 7e fa a0 78 70 80 00 80 00 80 80 00 00 12 b8 0e 0f 00 78
1768320711.692,1510,0xA0,38,112,137,117,104,211,3,82,6,142,118,65,12 26 a0 05 e6 00 00 00 00 75 70 89 75 68 d3 03 52 06 8e 76 41 a0 78 70 80 00 80 00 80 80 00 00 13 d5 0d 0d 00 b5
1768320711.935,1465,0xA0,38,111,137,117,104,213,2,209,4,214,116,87,12 26 a0 05 b9 00 00 00 00 65 6f 89 75 68 d5 02 d1 04 d6 74 57 a0 78 71 80 00 80 00 f1 80 00 00 11 a6 0b 0b 00 2e
1768320712.254,1309,0xA0,38,111,137,117,104,217,2,162,7,0,120,24,12 26 a0 05 1d 00 00 00 00 64 6f 89 75 68 d9 02 a2 07 00 78 18 a0 78 71 80 00 80 00 f1 80 00 00 13 8e 0a 09 00 4b
1768320712.575,1141,0xA0,38,110,137,117,104,215,4,103,16,212,131,13,12 26 a0 04 75 00 00 00 00 81 6e 89 75 68 d7 04 67 10 d4 83 0d a0 79 70 80 00 80 00 f1 80 00 00 1c f1 09 08 00 54
1768320712.834,1150,0xA0,38,110,137,117,104,217,4,83,12,18,128,171,12 26 a0 04 7e 00 00 00 00 7c 6e 89 75 68 d9 04 53 0c 12 80 ab a1 78 70 80 00 80 00 f1 80 00 00 1b 9a 09 07 00 84
1768320713.153,1168,0xA0,38,110,136,117,104,216,4,39,8,120,126,53,12 26 a0 04 90 00 00 00 00 79 6e 88 75 68 d8 04 27 08 78 7e 35 a0 7a 70 80 00 80 00 f1 80 00 00 1a 85 08 06 00 08
1768320713.474,1148,0xA0,38,110,136,117,104,217,5,134,5,66,153,36,12 26 a0 04 7c 00 00 00 00 72 6e 88 75 68 d9 05 86 05 42 99 24 a1 79 71 80 00 80 00 f1 80 00 00 19 6b 08 06 00 61
1768320713.734,1179,0xA0,38,110,136,117,104,217,5,31,1,42,137,62,12 26 a0 04 9b 00 00 00 00 98 6e 88 75 68 d9 05 1f 01 2a 89 3e a0 78 70 80 00 80 00 f1 80 00 00 21 01 07 06 00 cf
1768320713.997,1156,0xA0,38,110,136,117,104,216,4,43,254,58,126,232,12 26 a0 04 84 00 00 00 00 79 6e 88 75 68 d8 04 2b fe 3a 7e e8 a1 78 71 80 00 80 00 f1 80 00 00 1a cb 08 07 00 34
1768320714.240,1084,0xA0,38,110,136,117,104,215,4,45,254,218,127,17,12 26 a0 04 3c 00 00 00 00 76 6e 88 75 68 d7 04 2d fe da 7f 11 a1 78 72 80 00 80 00 f1 80 00 00 1b dd 08 07 00 86
1768320714.506,1021,0xA0,38,110,136,117,104,214,3,171,255,126,127,209,12 26 a0 03 fd 00 00 00 00 79 6e 88 75 68 d6 03 ab ff 7e 7f d1 a0 78 73 80 00 80 00 f1 80 00 00 1e 56 07 07 00 2b
1768320714.761,987,0xA0,38,110,136,117,104,213,3,196,255,68,128,181,12 26 a0 03 db 00 00 00 00 7a 6e 88 75 68 d5 03 c4 ff 44 80 b5 a0 78 74 80 00 80 00 f1 80 00 00 1f a4 07 07 00 37
1768320715.021,937,0xA0,38,110,136,116,104,218,3,246,254,236,128,134,12 26 a0 03 a9 00 00 00 00 7c 6e 88 74 68 da 03 f6 fe ec 80 86 97 73 75 80 00 80 00 f1 80 00 00 21 e0 06 06 00 a2
1768320715.344,921,0xA0,38,110,136,116,104,216,4,127,254,138,131,45,12 26 a0 03 99 00 00 00 00 82 6e 88 74 68 d8 04 7f fe 8a 83 2d 8f 62 78 80 00 80 00 f1 80 00 00 24 22 06 06 00 ed
1768320715.612,929,0xA0,38,110,135,116,104,218,4,136,254,36,131,150,12 26 a0 03 a1 00 00 00 00 82 6e 87 74 68 da 04 88 fe 24 83 96 8e 63 7e 80 00 80 00 f1 80 00 00 23 d2 06 05 00 c8
1768320715.933,920,0xA0,38,110,135,116,104,217,4,138,253,198,132,69,12 26 a0 03 98 00 00 00 00 85 6e 87 74 68 d9 04 8a fd c6 84 45 8d 63 87 80 00 80 00 f1 80 00 00 25 02 05 05 00 ed
1768320716.253,922,0xA0,38,110,135,116,105,219,4,160,253,92,132,102,12 26 a0 03 9a 00 00 00 00 87 6e 87 74 69 db 04 a0 fd 5c 84 66 8e 63 88 80 00 80 00 ed 80 00 00 25 7b 05 05 00 14
1768320716.519,928,0xA0,38,110,135,116,105,221,4,162,252,246,132,189,12 26 a0 03 a0 00 00 00 00 86 6e 87 74 69 dd 04 a2 fc f6 84 bd 8f 62 88 80 00 80 00 ed 80 00 00 24 f7 05 05 00 d6
1768320716.776,929,0xA0,38,110,135,116,105,222,4,160,252,152,133,20,12 26 a0 03 a1 00 00 00 00 87 6e 87 74 69 de 04 a0 fc 98 85 14 8e 63 88 80 00 80 00 ed 80 00 00 25 33 05 05 00 d4
1768320717.051,929,0xA0,38,111,135,116,105,222,4,164,252,66,133,20,12 26 a0 03 a1 00 00 00 00 85 6f 87 74 69 de 04 a4 fc 42 85 14 8d 63 88 80 00 80 00 e9 80 00 00 24 a6 05 05 00 9a
1768320717.374,924,0xA0,38,111,135,116,105,221,4,170,251,220,132,208,12 26 a0 03 9c 00 00 00 00 8a 6f 87 74 69 dd 04 aa fb dc 84 d0 8d 62 88 80 00 80 00 e9 80 00 00 26 3b 05 05 00 67
1768320717.627,923,0xA0,38,110,135,116,106,220,4,154,251,144,131,185,12 26 a0 03 9b 00 00 00 00 8a 6e 87 74 6a dc 04 9a fb 90 83 b9 8f 63 88 80 00 80 00 e9 80 00 00 26 46 05 05 00 0f
1768320717.879,922,0xA0,38,110,135,116,106,222,4,157,251,50,133,124,12 26 a0 03 9a 00 00 00 00 86 6e 87 74 6a de 04 9d fb 32 85 7c 8d 63 89 80 00 80 00 e9 80 00 00 25 34 05 05 00 14
1768320718.139,920,0xA0,38,111,135,116,106,222,4,157,250,232,132,34,12 26 a0 03 98 00 00 00 00 84 6f 87 74 6a de 04 9d fa e8 84 22 8e 63 88 80 00 80 00 e5 80 00 00 24 ba 05 05 00 10
1768320718.388,910,0xA0,38,111,135,116,106,223,4,162,250,164,133,22,12 26 a0 03 8e 00 00 00 00 87 6f 87 74 6a df 04 a2 fa a4 85 16 8f 62 88 80 00 80 00 e5 80 00 00 25 fa 05 05 00 03
1768320718.651,907,0xA0,38,111,135,116,106,223,4,171,250,92,133,4,12 26 a0 03 8b 00 00 00 00 85 6f 87 74 6a df 04 ab fa 5c 85 04 8d 63 88 80 00 80 00 e5 80 00 00 25 8a 05 05 00 94
1768320718.916,912,0xA0,38,111,135,116,106,223,4,179,250,20,132,226,12 26 a0 03 90 00 00 00 00 88 6f 87 74 6a df 04 b3 fa 14 84 e2 8d 63 89 80 00 80 00 e5 80 00 00 26 2c 05 05 00 91
1768320719.179,906,0xA0,38,111,135,116,106,224,4,168,249,206,133,38,12 26 a0 03 8a 00 00 00 00 87 6f 87 74 6a e0 04 a8 f9 ce 85 26 8f 62 88 80 00 80 00 e1 80 00 00 26 25 05 05 00 b3
1768320719.451,925,0xA0,38,111,135,116,106,226,4,154,249,122,132,69,12 26 a0 03 9d 00 00 00 00 87 6f 87 74 6a e2 04 9a f9 7a 84 45 8f 68 88 80 00 80 00 e1 80 00 00 25 5c 05 05 00 32
1768320719.695,921,0xA0,38,111,135,116,107,226,4,143,249,50,132,224,12 26 a0 03 99 00 00 00 00 87 6f 87 74 6b e2 04 8f f9 32 84 e0 8c 69 88 80 00 80 00 e1 80 00 00 25 86 05 05 00 17
1768320720.013,922,0xA0,38,111,135,116,107,226,4,136,248,198,132,156,12 26 a0 03 9a 00 00 00 00 87 6f 87 74 6b e2 04 88 f8 c6 84 9c 8d 69 88 80 00 80 00 dd 80 00 00 25 7b 05 05 00 5a
1768320720.267,924,0xA0,38,111,135,116,107,226,4,134,248,112,132,85,12 26 a0 03 9c 00 00 00 00 85 6f 87 74 6b e2 04 86 f8 70 84 55 8e 68 88 80 00 80 00 dd 80 00 00 24 d9 06 05 00 8d
1768320720.523,917,0xA0,38,111,135,116,107,226,4,134,248,34,132,156,12 26 a0 03 95 00 00 00 00 84 6f 87 74 6b e2 04 86 f8 22 84 9c 8e 68 89 80 00 80 00 dd 80 00 00 24 d9 06 05 00 1f
1768320720.782,912,0xA0,38,111,134,116,107,227,4,125,247,202,133,125,12 26 a0 03 90 00 00 00 00 87 6f 86 74 6b e3 04 7d f7 ca 85 7d 8d 69 88 80 00 80 00 dd 80 00 00 25 e5 06 05 00 db
1768320721.046,907,0xA0,38,111,134,116,108,227,4,135,247,126,133,109,12 26 a0 03 8b 00 00 00 00 84 6f 86 74 6c e3 04 87 f7 7e 85 6d 8d 68 88 80 00 80 00 d9 80 00 00 25 41 06 06 00 38
1768320721.307,902,0xA0,38,111,134,116,108,226,4,141,247,66,133,178,12 26 a0 03 86 00 00 00 00 86 6f 86 74 6c e2 04 8d f7 42 85 b2 8d 69 88 80 00 80 00 d9 80 00 00 26 07 06 06 00 9b
1768320721.579,903,0xA0,38,111,134,116,108,228,4,153,247,8,133,177,12 26 a0 03 87 00 00 00 00 87 6f 86 74 6c e4 04 99 f7 08 85 b1 8d 69 88 80 00 80 00 d9 80 00 00 26 45 06 06 02 80
1768320721.836,905,0xA0,38,111,134,116,108,228,4,158,246,208,134,165,12 26 a0 03 89 00 00 00 00 8a 6f 86 74 6c e4 04 9e f6 d0 86 a5 8e 68 88 80 00 80 00 d9 80 00 00 27 09 06 06 02 05
1768320722.091,908,0xA0,38,111,134,116,108,228,4,164,246,126,135,13,12 26 a0 03 8c 00 00 00 00 89 6f 86 74 6c e4 04 a4 f6 7e 87 0d 8d 68 88 80 00 80 00 d5 80 00 00 26 a0 06 06 02 99
1768320722.363,912,0xA0,38,111,134,116,108,228,4,168,246,50,135,152,12 26 a0 03 90 00 00 00 00 8a 6f 86 74 6c e4 04 a8 f6 32 87 98 8b 69 88 80 00 80 00 d5 80 00 00 26 bc 06 06 02 48
1768320722.687,903,0xA0,38,111,134,116,109,226,4,177,245,228,135,135,12 26 a0 03 87 00 00 00 00 8b 6f 86 74 6d e2 04 b1 f5 e4 87 87 8c 69 88 80 00 80 00 d5 80 00 00 27 68 07 06 02 59
1768320722.936,906,0xA0,38,111,134,116,109,228,4,185,245,174,135,101,12 26 a0 03 8a 00 00 00 00 8a 6f 86 74 6d e4 04 b9 f5 ae 87 65 8d 68 88 80 00 80 00 d5 80 00 00 26 fe 07 06 02 64
1768320723.181,913,0xA0,38,111,134,116,109,228,4,181,245,100,135,32,12 26 a0 03 91 00 00 00 00 8c 6f 86 74 6d e4 04 b5 f5 64 87 20 8d 69 88 80 00 80 00 d1 80 00 00 27 41 07 06 02 41
1768320723.446,923,0xA0,38,111,134,116,109,229,4,173,245,12,134,253,12 26 a0 03 9b 00 00 00 00 8b 6f 86 74 6d e5 04 ad f5 0c 86 fd 8c 69 88 80 00 80 00 d1 80 00 00 26 8d 07 06 02 2d
1768320723.692,913,0xA0,38,111,134,116,109,228,4,169,244,200,134,217,12 26 a0 03 91 00 00 00 00 8a 6f 86 74 6d e4 04 a9 f4 c8 86 d9 8d 68 89 80 00 80 00 d1 80 00 00 26 b1 07 06 02 ff
1768320723.958,906,0xA0,38,111,134,116,109,227,4,171,244,124,134,166,12 26 a0 03 8a 00 00 00 00 8a 6f 86 74 6d e3 04 ab f4 7c 86 a6 8d 69 88 80 00 80 00 cd 80 00 00 26 fe 07 06 02 79
1768320724.216,905,0xA0,38,111,134,116,109,226,4,172,244,60,134,131,12 26 a0 03 89 00 00 00 00 8a 6f 86 74 6d e2 04 ac f4 3c 86 83 8c 69 88 80 00 80 00 cd 80 00 00 27 09 07 06 02 ee
1768320724.484,904,0xA0,38,111,134,116,109,228,4,175,243,246,134,79,12 26 a0 03 88 00 00 00 00 8a 6f 86 74 6d e4 04 af f3 f6 86 4f 8d 68 88 80 00 80 00 cd 80 00 00 27 14 07 06 02 f6
1768320724.740,912,0xA0,38,111,134,116,110,228,4,164,243,174,134,44,12 26 a0 03 90 00 00 00 00 88 6f 86 74 6e e4 04 a4 f3 ae 86 2c 8c 69 88 80 00 80 00 cd 80 00 00 26 2c 07 06 02 e6
1768320724.997,901,0xA0,38,111,134,116,110,226,4,165,243,110,134,27,12 26 a0 03 85 00 00 00 00 89 6f 86 74 6e e2 04 a5 f3 6e 86 1b 8b 69 88 80 00 80 00 c9 80 00 00 26 ec 07 06 02 c1
1768320725.252,899,0xA0,38,111,134,116,110,226,4,165,243,50,133,213,12 26 a0 03 83 00 00 00 00 88 6f 86 74 6e e2 04 a5 f3 32 85 d5 8d 68 88 80 00 80 00 c9 80 00 00 26 ba 07 06 02 06
1768320725.502,902,0xA0,38,111,134,116,110,227,4,163,242,244,133,144,12 26 a0 03 86 00 00 00 00 89 6f 86 74 6e e3 04 a3 f2 f4 85 90 8d 69 88 80 00 80 00 c9 80 00 00 26 e1 07 07 02 dc
1768320725.758,910,0xA0,38,111,134,116,110,228,4,161,242,174,133,159,12 26 a0 03 8e 00 00 00 00 88 6f 86 74 6e e4 04 a1 f2 ae 85 9f 8b 69 88 80 00 80 00 c9 80 00 00 26 42 06 07 02 21
1768320726.026,907,0xA0,38,111,134,116,110,228,4,155,242,114,133,126,12 26 a0 03 8b 00 00 00 00 87 6f 86 74 6e e4 04 9b f2 72 85 7e 8c 68 88 80 00 80 00 c5 80 00 00 26 1a 07 06 02 7e
1768320726.280,906,0xA0,38,111,134,116,110,228,4,151,242,40,133,57,12 26 a0 03 8a 00 00 00 00 87 6f 86 74 6e e4 04 97 f2 28 85 39 8d 69 88 80 00 80 00 c5 80 00 00 26 25 06 06 02 50
1768320726.604,900,0xA0,38,111,134,116,111,226,4,152,241,226,133,4,12 26 a0 03 84 00 00 00 00 87 6f 86 74 6f e2 04 98 f1 e2 85 04 8c 69 88 80 00 80 00 c5 80 00 00 26 66 06 05 02 e3
1768320726.928,901,0xA0,38,111,134,116,111,226,4,150,241,144,132,208,12 26 a0 03 85 00 00 00 00 88 6f 86 74 6f e2 04 96 f1 90 84 d0 8c 69 89 80 00 80 00 c5 80 00 00 26 a4 07 05 02 86
1768320727.188,919,0xA0,38,111,134,116,111,229,4,139,241,70,132,121,12 26 a0 03 97 00 00 00 00 86 6f 86 74 6f e5 04 8b f1 46 84 79 8d 69 88 80 00 80 00 c1 80 00 00 25 53 07 06 02 0c
1768320727.442,905,0xA0,38,111,134,116,111,227,4,121,240,254,132,103,12 26 a0 03 89 00 00 00 00 85 6f 86 74 6f e3 04 79 f0 fe 84 67 8c 69 88 80 00 80 00 c1 80 00 00 25 9f 06 06 02 8e
1768320727.720,906,0xA0,38,111,134,116,111,227,4,129,240,186,132,52,12 26 a0 03 8a 00 00 00 00 87 6f 86 74 6f e3 04 81 f0 ba 84 34 8c 6a 89 80 00 80 00 c1 80 00 00 26 25 06 05 02 d8
1768320727.982,903,0xA0,38,111,134,116,111,228,4,123,240,126,132,68,12 26 a0 03 87 00 00 00 00 87 6f 86 74 6f e4 04 7b f0 7e 84 44 8b 69 89 80 00 80 00 bd 80 00 00 26 45 06 06 02 87
1768320728.249,904,0xA0,38,111,134,116,111,227,4,131,240,60,132,15,12 26 a0 03 88 00 00 00 00 87 6f 86 74 6f e3 04 83 f0 3c 84 0f 8c 68 89 80 00 80 00 bd 80 00 00 26 3a 06 06 02 07
1768320728.494,902,0xA0,38,111,134,116,111,226,4,130,240,0,131,203,12 26 a0 03 86 00 00 00 00 85 6f 86 74 6f e2 04 82 f0 00 83 cb 8b 6a 88 80 00 80 00 bd 80 00 00 25 bf 06 06 02 76
1768320728.813,892,0xA0,38,111,134,116,111,225,4,134,239,190,131,116,12 26 a0 03 7c 00 00 00 00 81 6f 86 74 6f e1 04 86 ef be 83 74 8a 6a 89 80 00 80 00 bd 80 00 00 25 05 06 06 02 2b
1768320729.063,894,0xA0,38,111,134,116,111,225,4,134,239,132,131,12,12 26 a0 03 7e 00 00 00 00 85 6f 86 74 6f e1 04 86 ef 84 83 0c 8c 69 88 80 00 80 00 b9 80 00 00 26 15 06 06 02 7c
1768320729.320,905,0xA0,38,111,134,116,111,228,4,109,239,60,131,97,12 26 a0 03 89 00 00 00 00 84 6f 86 74 6f e4 04 6d ef 3c 83 61 8b 6a 88 80 00 80 00 b9 80 00 00 25 56 06 06 02 f5
1768320729.645,893,0xA0,38,111,134,116,112,225,4,109,238,246,130,233,12 26 a0 03 7d 00 00 00 00 81 6f 86 74 70 e1 04 6d ee f6 82 e9 8a 6a 89 80 00 80 00 b9 80 00 00 24 fb 06 05 02 f3
1768320729.964,895,0xA0,38,111,134,116,112,225,4,111,238,168,130,128,12 26 a0 03 7f 00 00 00 00 83 6f 86 74 70 e1 04 6f ee a8 82 80 8b 69 89 80 00 80 00 b5 80 00 00 25 78 06 05 02 4a
1768320730.233,889,0xA0,38,111,134,116,112,224,4,107,238,118,130,59,12 26 a0 03 79 00 00 00 00 80 6f 86 74 70 e0 04 6b ee 76 82 3b 8c 69 89 80 00 80 00 b5 80 00 00 24 dc 06 05 02 8d
1768320730.505,896,0xA0,38,111,134,116,112,225,4,96,238,54,130,181,12 26 a0 03 80 00 00 00 00 83 6f 86 74 70 e1 04 60 ee 36 82 b5 8c 69 89 80 00 80 00 b5 80 00 00 25 6d 06 05 02 03
1768320730.768,893,0xA0,38,111,134,116,112,225,4,107,237,250,129,245,12 26 a0 03 7d 00 00 00 00 83 6f 86 74 70 e1 04 6b ed fa 81 f5 8b 6a 89 80 00 80 00 b5 80 00 00 25 8d 06 05 02 9d
1768320731.024,892,0xA0,38,111,134,116,112,225,4,106,237,200,129,210,12 26 a0 03 7c 00 00 00 00 81 6f 86 74 70 e1 04 6a ed c8 81 d2 8c 69 88 80 00 80 00 b1 80 00 00 25 05 06 06 02 00
1768320731.281,888,0xA0,38,111,134,116,112,223,4,94,237,148,129,193,12 26 a0 03 78 00 00 00 00 81 6f 86 74 70 df 04 5e ed 94 81 c1 8c 69 88 80 00 80 00 b1 80 00 00 25 30 07 06 02 75
1768320731.527,898,0xA0,38,111,134,116,112,225,4,89,237,88,130,7,12 26 a0 03 82 00 00 00 00 81 6f 86 74 70 e1 04 59 ed 58 82 07 8b 6a 89 80 00 80 00 b1 80 00 00 24 c6 07 07 02 4c
1768320731.785,902,0xA0,38,111,134,116,112,226,4,87,237,30,130,7,12 26 a0 03 86 00 00 00 00 82 6f 86 74 70 e2 04 57 ed 1e 82 07 8c 69 89 80 00 80 00 b1 80 00 00 24 e5 07 06 02 26
1768320732.037,903,0xA0,38,111,134,116,112,225,4,82,236,210,129,158,12 26 a0 03 87 00 00 00 00 83 6f 86 74 70 e1 04 52 ec d2 81 9e 8d 6a 89 80 00 80 00 ad 80 00 00 25 23 07 06 02 ae
1768320732.290,894,0xA0,38,111,134,116,112,224,4,81,236,164,129,36,12 26 a0 03 7e 00 00 00 00 82 6f 86 74 70 e0 04 51 ec a4 81 24 8b 6a 89 80 00 80 00 ad 80 00 00 25 39 07 05 02 87
1768320732.540,891,0xA0,38,111,134,116,112,223,4,91,236,116,129,2,12 26 a0 03 7b 00 00 00 00 81 6f 86 74 70 df 04 5b ec 74 81 02 8c 68 88 80 00 80 00 ad 80 00 00 25 10 06 05 02 6e
1768320732.805,909,0xA0,38,111,134,116,112,227,4,69,236,52,129,123,12 26 a0 03 8d 00 00 00 00 7f 6f 86 74 70 e3 04 45 ec 34 81 7b 8b 6a 89 80 00 80 00 ad 80 00 00 23 c4 07 05 02 aa
1768320733.081,887,0xA0,38,111,134,116,112,223,4,78,236,6,128,221,12 26 a0 03 77 00 00 00 00 81 6f 86 74 70 df 04 4e ec 06 80 dd 8b 6a 89 80 00 80 00 a9 80 00 00 25 3b 07 05 02 f1
1768320733.351,896,0xA0,38,111,134,116,112,225,4,74,235,206,129,2,12 26 a0 03 80 00 00 00 00 7f 6f 86 74 70 e1 04 4a eb ce 81 02 8c 69 89 80 00 80 00 a9 80 00 00 24 49 07 05 02 a4
1768320733.609,888,0xA0,38,111,134,116,113,223,4,72,235,150,128,119,12 26 a0 03 78 00 00 00 00 81 6f 86 74 71 df 04 48 eb 96 80 77 8b 6a 88 80 00 80 00 a9 80 00 00 25 30 07 06 02 cd
1768320733.862,886,0xA0,38,111,134,116,113,223,4,79,235,102,128,119,12 26 a0 03 76 00 00 00 00 7f 6f 86 74 71 df 04 4f eb 66 80 77 8a 6a 89 80 00 80 00 a9 80 00 00 24 b1 07 06 02 4a
1768320734.127,887,0xA0,38,111,134,116,113,223,4,78,235,54,128,66,12 26 a0 03 77 00 00 00 00 80 6f 86 74 71 df 04 4e eb 36 80 42 8c 69 88 80 00 80 00 a5 80 00 00 24 f1 07 06 02 98
1768320734.389,897,0xA0,38,111,134,116,113,225,4,74,235,0,128,169,12 26 a0 03 81 00 00 00 00 7e 6f 86 74 71 e1 04 4a eb 00 80 a9 8b 6a 88 80 00 80 00 a5 80 00 00 23 f5 07 06 02 70
1768320734.645,896,0xA0,38,111,134,117,113,225,4,65,234,198,128,152,12 26 a0 03 80 00 00 00 00 7f 6f 86 75 71 e1 04 41 ea c6 80 98 8a 6a 89 80 00 80 00 a5 80 00 00 24 49 07 06 02 37
1768320734.896,891,0xA0,38,111,134,117,113,223,4,61,234,150,127,201,12 26 a0 03 7b 00 00 00 00 7d 6f 86 75 71 df 04 3d ea 96 7f c9 8b 69 89 80 00 80 00 a5 80 00 00 23 ea 07 06 02 d4
1768320735.152,895,0xA0,38,111,135,117,113,224,4,61,234,126,127,112,12 26 a0 03 7f 00 00 00 00 7e 6f 87 75 71 e0 04 3d ea 7e 7f 70 8b 69 89 80 00 80 00 a1 80 00 00 24 0a 07 05 02 5c
1768320735.484,889,0xA0,38,111,135,117,113,222,4,58,234,60,126,247,12 26 a0 03 79 00 00 00 00 7e 6f 87 75 71 de 04 3a ea 3c 7e f7 8a 6a 88 80 00 80 00 a1 80 00 00 24 48 07 05 02 e6
1768320735.802,890,0xA0,38,111,135,117,113,222,4,53,233,254,126,160,12 26 a0 03 7a 00 00 00 00 7d 6f 87 75 71 de 04 35 e9 fe 7e a0 89 6a 89 80 00 80 00 a1 80 00 00 23 f4 07 05 02 c6
1768320736.046,896,0xA0,38,111,135,117,113,225,4,46,233,198,127,130,12 26 a0 03 80 00 00 00 00 7c 6f 87 75 71 e1 04 2e e9 c6 7f 82 8b 69 89 80 00 80 00 9d 80 00 00 23 6d 07 06 02 a5
1768320736.304,892,0xA0,38,111,135,117,113,223,4,47,233,150,126,56,12 26 a0 03 7c 00 00 00 00 7c 6f 87 75 71 df 04 2f e9 96 7e 38 8b 6a 89 80 00 80 00 9d 80 00 00 23 96 07 06 02 75
1768320736.557,893,0xA0,38,111,135,117,113,223,4,47,233,94,126,39,12 26 a0 03 7d 00 00 00 00 7b 6f 87 75 71 df 04 2f e9 5e 7e 27 8a 6a 88 80 00 80 00 9d 80 00 00 23 42 07 06 02 70
1768320736.876,897,0xA0,38,111,135,117,113,225,4,46,233,22,127,44,12 26 a0 03 81 00 00 00 00 7c 6f 87 75 71 e1 04 2e e9 16 7f 2c 8a 69 89 80 00 80 00 9d 80 00 00 23 63 06 06 02 d4
1768320737.139,888,0xA0,38,111,135,117,113,222,4,37,232,224,126,126,12 26 a0 03 78 00 00 00 00 79 6f 87 75 71 de 04 25 e8 e0 7e 7e 8b 69 89 80 00 80 00 99 80 00 00 22 e2 07 06 02 3c
1768320737.462,893,0xA0,38,111,135,117,113,222,4,34,232,166,125,173,12 26 a0 03 7d 00 00 00 00 7c 6f 87 75 71 de 04 22 e8 a6 7d ad 8a 6a 89 80 00 80 00 99 80 00 00 23 8c 07 06 02 c0
1768320737.714,887,0xA0,38,111,135,117,113,222,4,33,232,126,125,173,12 26 a0 03 77 00 00 00 00 79 6f 87 75 71 de 04 21 e8 7e 7d ad 8a 6a 89 80 00 80 00 99 80 00 00 22 ec 07 06 02 75
1768320737.976,882,0xA0,38,111,135,117,113,221,4,32,232,68,125,103,12 26 a0 03 72 00 00 00 00 79 6f 87 75 71 dd 04 20 e8 44 7d 67 8b 69 88 80 00 80 00 99 80 00 00 23 1e 07 05 02 71
1768320738.232,880,0xA0,38,111,135,117,113,221,4,34,232,28,125,103,12 26 a0 03 70 00 00 00 00 7b 6f 87 75 71 dd 04 22 e8 1c 7d 67 89 6a 89 80 00 80 00 99 80 00 00 23 c8 07 05 02 fd
1768320738.504,889,0xA0,38,111,135,117,113,222,4,32,231,234,125,51,12 26 a0 03 79 00 00 00 00 7a 6f 87 75 71 de 04 20 e7 ea 7d 33 8a 6a 89 80 00 80 00 99 80 00 00 23 21 06 05 02 b2
1768320738.824,888,0xA0,38,111,135,117,113,222,4,31,231,182,125,50,12 26 a0 03 78 00 00 00 00 7a 6f 87 75 71 de 04 1f e7 b6 7d 32 8a 69 89 80 00 80 00 99 80 00 00 23 2b 06 05 02 d8
